sent,headline,headline_clean
neutral,M2 Communications disclaims all liability for information provided within information on on the world wide web .,Communications disclaim liability information provide within information world wide web
neutral,Rosen was cautious about being too optimistic inregard to the second half of the year .,Rosen cautious optimistic inregard second half year
neutral,"The EB Tough VoIP Field Phone is equipped with an integrated speaker , Ethernet and SHDSL connectivity , and enables several innovative applications .",EB Tough voip Field Phone equip integrate speaker Ethernet SHDSL connectivity enable several innovative application
negative,The first ship has been delayed and is estimated to be completed in spring 2010 .,first ship delay estimate complete spring
negative,"Tallink Silja attributes the significant drop to problems with the booking system that was taken into operation in October , the sale of trailer ferry ` Sky Wind ' and the route between Stockholm and Riga , which has won passengers from the Helsinki-Stockholm route .",Tallink Silja attribute significant drop problem booking system take operation October sale trailer ferry ` Sky Wind route Stockholm Riga win passenger HelsinkiStockholm route
negative,Finnlines estimated in its annual general meeting that 2008 will be financially a tough year due to large investments .,finnline estimate annual general meeting financially tough year due large investment
negative,"`` Adjustment to the fall in price level , in contrast , has been less effective .",` ` adjustment fall price level contrast less effective
negative,17 March 2011 - Goldman Sachs estimates that there are negative prospects for the Norwegian mobile operations of Norway 's Telenor ASA OSL : TEL and Sweden 's TeliaSonera AB STO : TLSN in the short term .,March Goldman Sachs estimate negative prospect norwegian mobile operation Norway Telenor ASA OSL TEL Sweden TeliaSonera AB STO TLSN short term
positive,"To ensure low operational cost for radio networks , the BTS modules can be configured , software upgraded and diagnosed remotely .",ensure low operational cost radio network BTS module configure software upgrade diagnose remotely
negative,"Based on the first quarter result , existing order backlog and new order prospects , the company expects that full-year sales will contract by 25 % from 2008 , the gross margin will stay at a healthy level , and the operating profit margin will be lower than in 2008 due to lower sales volume .",base first quarter result exist order backlog new order prospect company expect fullyear sale contract gross margin stay healthy level operating profit margin low due low sale volume
positive,"Key shareholders of Finnish IT services provider TietoEnator Oyj on Friday rejected a hostile EUR1 .08 billion $ 1.67 billion offer from buyout shop Nordic Capital , giving new life to a possible counter offer from Blackstone Group LP and Norwegian telecom Telenor ASA .",key shareholder Finnish service provider TietoEnator Oyj Friday reject hostile EUR billion billion offer buyout shop Nordic Capital give new life possible counter offer Blackstone Group LP norwegian telecom Telenor ASA
neutral,"He answers questions on how many visitors Conversations gets , how big the team is and what the problems are when setting up social media channels .",answer question many visitor Conversations get big team problem set social medium channel
negative,stores 16 March 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said yesterday that it will cut a total of 28 jobs in its units Tiimari Retail Ltd and Gallerix Finland Ltd as a result of the closure of shops .,store March finnish stationery gift retailer Tiimari HEL TIIV say yesterday cut total job unit Tiimari Retail Ltd Gallerix Finland Ltd result closure shop
neutral,"A local waste management company , Turun Seudun J+Ætehuolto , has planned to set up a 150,000 tonne waste-burning facility .",local waste management company Turun Seudun Jtehuolto plan set tonne wasteburning facility
neutral,"According to Chairman Michael Hornborg , the organizations has merely criticised Raisio 's weak performance .",accord Chairman Michael Hornborg organization merely criticise Raisio weak performance
positive,"As a result , the Russia 's import restrictions on Finnish dairy companies will be canceled on 6 August 2010 .",result Russia import restriction finnish dairy company cancel August
neutral,Finnish forestry company UPM-Kymmene and waste management company Lassila & Tikanoja said on Jan. 30 they were planning to produce ethanol and energy from commercial and industrial waste .,finnish forestry company UPMKymmene waste management company Lassila Tikanoja say january plan produce ethanol energy commercial industrial waste
negative,"Only the driver was left in the car with the suspect , who was kidnapped and forced at gunpoint to drive to Durham .",driver leave car suspect kidnap force gunpoint drive Durham
neutral,"PGE Belchatow runs the 4.44 GW Belchatow coal-fired power plant , and Fortum has intentions to start a CCS demonstration project jointly with Teollisuuden Voima Oyj ( TVO ) - another Finnish utility - at the their jointly owned 565MW Meri-Pori coal-fired facility .",PGE Belchatow run GW Belchatow coalfired power plant Fortum intention start CCS demonstration project jointly Teollisuuden Voima Oyj TVO another finnish utility jointly MW MeriPori coalfired facility
neutral,"The chain has been trying to cut its own costs , pressuring vendors such as fitness equipment manufacturer Precor to slash prices .",chain try cut cost pressure vendor fitness equipment manufacturer Precor slash price
neutral,BioTie North-American licensing partner Somaxon Pharmaceuticals started a phase II-III clinical study in patients suffering from pathological gambling and a pilot phase II study in nicotine addiction smoking cessation .,BioTie NorthAmerican licensing partner Somaxon Pharmaceuticals start phase IIIII clinical study patient suffer pathological gambling pilot phase ii study nicotine addiction smoking cessation
neutral,"For 24-hour news , try ICIS news www.icis.com Click `` trial '' , then ICIS news",hour news try ICIS news wwwiciscom Click ` ` trial ICIS news
neutral,He wore a black beanie-type cap and a black jacket .,wear black beanietype cap black jacket
negative,The administrators have indicated a need for 900 job cuts at the Irish insurer over the next 15 months .,administrator indicate need job cut irish insurer next month
neutral,The products have a low salt and fat content .,product low salt fat content
negative,The total need for staff cuts corresponds to about 300 man-years .,total need staff cut correspond manyears
neutral,"According to product manager Lassi Hietanen , building a power plant that burns mixed waste in Helsinki may not be a good idea because this reduces the production of combined power plants using natural gas .",accord product manager Lassi Hietanen build power plant burn mixed waste Helsinki may not good idea reduce production combine power plant use natural gas
negative,"According to Scanfil , demand for telecommunications network products has fluctuated significantly in the third quarter of 2006 , and the situation is expected to remain unstable for the rest of the year .",accord Scanfil demand telecommunications network product fluctuate significantly third quarter situation expect remain unstable rest year
negative,Finnair believes the strike will cause it daily net losses in excess of EUR 2mn due to canceled reservations and passenger re-routing .,Finnair believe strike daily net loss excess EUR mn due cancel reservation passenger rerouting
negative,"HELSINKI Thomson Financial - Shares closed little changed , with Cargotec and Huhtamaki dropping sharply on disappointing second-quarter reports .",HELSINKI Thomson Financial share close little change Cargotec Huhtamaki drop sharply disappointing secondquarter report
negative,"The airline estimated that the cancellation of its flights due to the closure of European airspace , and the process of recommencing traffic , have caused a the company a loss of EUR20m , including the costs of stranded passengers ' accommodation .",airline estimate cancellation flight due closure european airspace process recommence traffic cause company loss EURm include cost strand passenger accommodation
negative,The announcement comes two weeks before a key licensing agreement expires between between the two companies which are embroiled in a disagreement over royalty payments for Texas Instrument chips which use Qualcomm-patented technology .,announcement come two week key licensing agreement expire two company embroil disagreement royalty payment Texas Instrument chip use Qualcommpatented technology
negative,"In Finland , OP-Pohjola 's staff union is boycotting the group 's insurance sales tasks because the company has refused to take the sale of insurance into account in determining wages .",Finland OPPohjola staff union boycott group insurance sale task company refuse take sale insurance account determine wage
negative,Ruukki Group calculates that it has lost EUR 4mn in the failed project .,Ruukki Group calculate lose EUR mn fail project
negative,"Samsung currently occupies third place and lost ground during the quarter , dropping by 1.8 % to an 11.1 % share overall .",Samsung currently occupy third place lose ground quarter drop share overall
negative,"The Baltimore Police and Fire Pension , which has about $ 1.5 billion , lost about $ 3.5 million in Madoff Ponzi scheme .",Baltimore Police Fire Pension billion lose million Madoff Ponzi scheme
negative,"Vanhanen said the strike would be `` extremely damaging '' as some 1,300 participants and reporters begin to arrive in Finland for the one-day EU summit with Russian President Vladimir Putin in Lahti , about 100 kilometers ( 60 miles ) north of Helsinki .",Vanhanen say strike would ` ` extremely damaging participant reporter begin arrive Finland oneday EU summit russian President Vladimir Putin Lahti kilometer mile north Helsinki
negative,"`` Small firms are suffering at the moment because they are likely to have money trouble , '' he added .",` ` small firm suffer moment likely money trouble add
negative,Altogether Finnair has canceled over 500 flights because of the strike .,altogether Finnair cancel flight strike
negative,"Operating result , excluding one-off items , totaled EUR 9.1 mn compared to EUR 10.6 mn in continuing operations , excluding one-off items in 2004 .",operating result exclude oneoff item total EUR mn compare EUR mn continue operation exclude oneoff item
negative,"Dealers said the share was largely hit by investor disappointment about a refining margin of just 9.48 usd per barrel for the quarter and the performance of its shipping unit , which saw EBIT drop to 5 mln eur from 20 mln eur a year amid a fall in volumes and tanker rates .",dealer say share largely hit investor disappointment refining margin usd per barrel quarter performance shipping unit see EBIT drop mln eur mln eur year amid fall volume tanker rate
negative,"Making matters more difficult , the company said it has been grappling with higher oil and gas prices , which have pushed up the cost of energy , raw materials and transportation .",make matter difficult company say grapple high oil gas price push cost energy raw material transportation
positive,"`` Beyond the improved voice capabilities , customers now have a streamlined way to comply with recalls and other traceability requirements , providing them with a competitive advantage .",` ` beyond improved voice capability customer streamlined way comply recall traceability requirement provide competitive advantage
positive,Finnair was able to operate most of its leisure flights despite the strike .,Finnair able operate leisure flight despite strike
neutral,"The business idea of Budget Sport is to offer customers a wide range of high-quality sports equipment and clothing at low prices , the company said .",business idea Budget Sport offer customer wide range highquality sport equipment clothing low price company say
neutral,One of the headboxes will be equipped with a modern consistency control system to ensure cross machine profile of the plasterboard .,one headboxe equip modern consistency control system ensure cross machine profile plasterboard
neutral,"One of the headboxes will be equipped with a modern consistency control system to ensure cross machine profile of the plasterboard , company said in a statement received by Lesprom Network .",one headboxe equip modern consistency control system ensure cross machine profile plasterboard company say statement receive Lesprom Network
negative,Small investors have voiced fears that the shares will end up with risk investors .,small investor voice fear share end risk investor
negative,"The result will also be burdened by increased fixed costs associated with operations in China , and restructuring costs in Japan .",result also burden increase fix cost associate operation China restructuring cost Japan
positive,"As part of the transaction , M-real and Sappi have also signed a long-term agreement on the supply of pulp and BCTMP and other smaller services and supplies .",part transaction Mreal Sappi also sign longterm agreement supply pulp BCTMP small service supply
neutral,Sales were down 14 per cent in Finland and up 27 per cent abroad where sales were lifted by the strong growth in sales in Russia and Lithuania .,sale per cent Finland per cent abroad sale lift strong growth sale Russia Lithuania
neutral,"In Asia earlier , Japan 's Nikkei index fell 0.62 percent and Hong Kong 's Hang Seng Index rose 0.56 percent .",Asia early Japan Nikkei index fall percent Hong Kong Hang Seng Index rise percent
neutral,4 February 2011 - Finnish privacy and security software developer Tectia Oyj ( HEL : TEC1V ) said Wednesday it has set up two strategic business units - managed security and mobile authentication .,February finnish privacy security software developer Tectia Oyj HEL TECV say Wednesday set two strategic business unit manage security mobile authentication
negative,"Operating profit for the 12-month period decreased from EUR2 .9 m while turnover increased from EUR24 .5 m , as compared to the financial year 2004 .",operate profit month period decrease EUR turnover increase EUR compare financial year
negative,"Operating profit for the 12-month period decreased from EUR28 .2 m while net turnover increased from EUR313 .42 m , as compared to the financial year 2004 .",operate profit month period decrease EUR net turnover increase EUR compare financial year
negative,"Operating profit for the 12-month period decreased from EUR5 .4 m while net sales increased from EUR62 .0 m , as compared to the financial year 2004 .",operate profit month period decrease EUR net sale increase EUR compare financial year
neutral,"Operating profit for the 12-month period decreased from EUR9 .6 m while net sales increased from EUR69 .0 m , as compared to 2005 .",operate profit month period decrease EUR net sale increase EUR compare
neutral,"Operating profit for the six-month period decreased from EUR111 .9 m , while sales increased from EUR1 ,275 m , as compared to the corresponding period in 2006 .",operate profit sixmonth period decrease EUR sale increase EUR compare corresponding period
negative,"Operating profit for the six-month period decreased from EUR21m , while net sales increased from EUR436 .9 m , as compared to the corresponding period in 2007 .",operate profit sixmonth period decrease EURm net sale increase EUR compare corresponding period
negative,"Operating profit for the three-month period decreased from EUR1 .65 m while net sales increased from EUR14 .6 m , as compared to the corresponding period in 2005 .",operate profit threemonth period decrease EUR net sale increase EUR compare corresponding period
negative,"In the first half of 2008 , the Bank 's operating profit fell to EUR 11.8 mn from EUR 18.9 mn , while net interest income increased to EUR 20.9 mn from EUR 18.8 mn in the first half of 2007 .",first half Bank operating profit fall EUR mn EUR mn net interest income increase EUR mn EUR mn first half
negative,"Operating profit for the 12-month period decreased from EUR157 .5 m , while net sales increased from EUR634 .3 m , as compared to 2007 .",operate profit month period decrease EUR net sale increase EUR compare
negative,"Operating profit for the 12-month period decreased from EUR17 .9 m while net sales increased from EUR58 .3 m , as compared to 2007 .",operate profit month period decrease EUR net sale increase EUR compare
negative,"Operating profit for the nine-month period decreased from EUR19 .9 m while net sales increased from EUR155 .7 m , as compared to the corresponding period in 2007 .",operate profit ninemonth period decrease EUR net sale increase EUR compare corresponding period
negative,"Comparable operating profit for the quarter decreased from EUR510m while sales increased from EUR860m , as compared to the third quarter 2007 .",comparable operating profit quarter decrease EURm sale increase EURm compare third quarter
negative,"Earlier today , Geberit 's Finnish rival Uponor OYJ cut its full-year sales growth forecast to 6 pct from 10 pct , blaming tough conditions in Germany and the US , as well as currency factors .",early today Geberit finnish rival Uponor OYJ cut fullyear sale growth forecast pct pct blame tough condition Germany US well currency factor
positive,"In the fourth quarter of 2009 , Atria 's net loss shrank to EUR 1.2 million from EUR 5.9 million and net sales contracted to EUR 340.4 million from EUR 361.1 million .",fourth quarter Atria net loss shrink EUR million EUR million net sale contract EUR million EUR million
negative,"Operating loss totalled EUR 0.3 mn , down from a profit of EUR 5.1 mn in the first half of 2009 .",operate loss total EUR mn profit EUR mn first half
negative,"Operating loss totalled EUR 0.9 mn , down from a profit of EUR 2.7 mn .",operate loss total EUR mn profit EUR mn
negative,"Pretax loss totaled EUR 1.2 mn , down from a profit of EUR 2.1 mn in 2004 .",pretax loss total EUR mn profit EUR mn
negative,"The group 's operating loss was EUR 0.8 mn , down from a profit of EUR 2.5 mn in 2004 .",group operating loss EUR mn profit EUR mn
negative,"The Finnish national carrier said net loss in April through June was euro26 million , down from a net profit of euro13 million a year earlier .",finnish national carrier say net loss April June euro million net profit euro million year early
negative,"It generated an operating loss of EUR 96.3 mn , down from a profit of EUR 43.9 mn .",generate operating loss EUR mn profit EUR mn
neutral,"The highest growth would be in China , while weakening demand would continue in North America , UPM said .",high growth would China weaken demand would continue North America UPM say
negative,"UPM said the move will lower net profit by  x20ac 385 million US$ 520 million in the second quarter , mainly due to impairment charges .",UPM say move lower net profit xac million US million second quarter mainly due impairment charge
neutral,"Marubeni has participated in GHG - Green House Gas - emission reduction projects overseas , obtained emissions credit from its projects and has provided these to Japanese clients .",Marubeni participate GHG Green House Gas emission reduction project overseas obtain emission credit project provide japanese client
positive,"The two companies will also partner in further developing Raiso 's cholesterol lowering brand , Benecol .",two company also partner develop Raiso cholesterol lower brand Benecol
neutral,"Below are consolidated , unaudited results for Amanda Capital under IFRS reporting standards .",consolidate unaudite result Amanda Capital IFRS reporting standard
neutral,Below are unaudited consolidated results for Aspocomp Group under IFRS reporting standards .,unaudite consolidated result Aspocomp Group IFRS reporting standard
neutral,"ASPOCOMP GROUP OYJ STOCK EXCHANGE RELEASE December 15 , 2006 at 4:50 PM According to the disclosure received today by Aspocomp Group Oyj , the share of Henrik Nyberg in Aspocomp Group Oyj 's share capital and votes has decreased below 5 percent .",ASPOCOMP GROUP OYJ STOCK EXCHANGE RELEASE December PM accord disclosure receive today Aspocomp Group Oyj share Henrik Nyberg Aspocomp Group Oyj share capital vote decrease percent
neutral,Sales fell abroad but increased in Finland .,sale fall abroad increase Finland
negative,"Since the association 's data do not cover sales figures from about 100 small local breweries and sales of imported beer products , the actual market shares of its members are smaller than those given in the report .",since association datum not cover sale figure small local brewery sale import beer product actual market share member small give report
neutral,Total two offers were received by Contracting Authority for participating in this contract ; however the contract was allotted to Affecto Finland Oy .,total two offer receive Contracting Authority participate contract however contract allot Affecto Finland Oy
negative,"At 1.33 pm , the OMX Helsinki 25 was 0.30 pct lower at 2,463.67 and the OMX Helsinki was down 0.37 pct at 8,537.42 on volume of 256 mln eur .",pm OMX Helsinki pct lower OMX Helsinki pct volume mln eur
negative,"At 12.01 pm , the OMX Helsinki 25 was down 0.66 pct to 3,143.57 and the OMX Helsinki was 0.67 pct lower at 10,530.74 on 253 mln eur turnover .",pm OMX Helsinki pct OMX Helsinki pct lower mln eur turnover
neutral,"Compared with the FTSE 100 index , which fell 35.2 points ( or 0.6 % ) on the day , this was a relative price change of 0.6 % .",compare FTSE index fall point day relative price change
neutral,Elcoteq SE is Europe 's largest contract electronics maker and has set up a unit in Bangalore in association with Avista Advisory of Mumbai .,Elcoteq SE Europe large contract electronic maker set unit Bangalore association Avista Advisory Mumbai
negative,HELSINKI ( AFX ) - KCI Konecranes said that Franklin Resources Inc 's share of voting rights in the Finnish cranes company fell last week to 4.65 pct from more than 9 pct in October 2005 .,HELSINKI AFX KCI Konecranes say Franklin Resources Inc share voting right finnish crane company fall last week pct pct October
negative,"In January-August 2009 , imports by sea in container , lorry , and trailer units fell by 27.7 % and exports by 28.6 % from the corresponding period in 2008 .",JanuaryAugust import sea container lorry trailer unit fall export corresponding period
neutral,Liora 's got a brand-new bag .,Liora get brandnew bag
negative,The airline 's share price closed down slightly at (  x20ac ) 12.51 ( $ 15US .74 ) in Helsinki .,airline share price close slightly xac US Helsinki
negative,"The OMX Helsinki 25 ended 0.47 pct lower at 3,150.55 and the OMX Helsinki was down 0.21 pct at 10,736.42 on 1.523 bln eur turnover .",omx Helsinki end pct lower OMX Helsinki pct bln eur turnover
neutral,"The podcast , sees Harple provide the low-down on GyPSii 's platform , which takes someone 's location and demographic information to produce a contextual index of the world around them .",podcast see Harple provide lowdown GyPSii platform take someone location demographic information produce contextual index world around
negative,"When this information was released on 5 September 2008 , Nokia 's American Depositary shares fell by 8 % .",information release September Nokia American Depositary share fall
neutral,"- Among other Finnish shares traded in the US , Stora Enso closed 0.33 pct lower at 12.11 eur , UPM-Kymmene was up 0.28 pct at 18.10 eur , and Metso was down 0.13 pct at 31.06 eur .",among finnish share trade US Stora Enso close pct lower eur UPMKymmene pct eur Metso pct eur
negative,"Finnish construction company YIT is reducing the number of start-ups of market-financed residential units in 2007 to about 2,300 from the previously announced 2,700 .",finnish construction company YIT reduce number startup marketfinanced residential unit previously announce
negative,"At 10.33 am , Huhtamaki was the market 's biggest faller , 8.69 pct lower at 11.35 eur , while the OMX Helsinki 25 was 0.32 pct higher at 3,332.41 , and the OMX Helsinki was up 0.47 pct at 11,687.32 .",Huhtamaki market big faller pct lower eur OMX Helsinki pct higher OMX Helsinki pct
negative,"At 12.59 pm , the OMX Helsinki 25 index was 0.32 pct lower at 2,694.81 .",pm OMX Helsinki index pct lower
negative,"At the close , the OMX Helsinki 25 was 0.01 pct lower at 3,067.64 points and the OMX Helsinki was down 0.05 pct at 10,321.46 points on over 1.343 bln eur of turnover .",close OMX Helsinki pct lower point OMX Helsinki pct point bln eur turnover
neutral,"Body The credit falls due February 24 , 2014 .",body credit fall due February
negative,"Capacity will ease at its Seikku sawmill in Pori and Alholma sawmill in Pietarsaari and result in 60 people being laid off for around six weeks starting mid-May , it said .",capacity ease Seikku sawmill Pori Alholma sawmill Pietarsaari result people lay around six week start midMay say
neutral,"However , two of the previously ordered sets will start producing electricity at the end of October 2010 , it said .",however two previously order set start produce electricity end October say
neutral,"Sales in local currencies decreased by 0.5 percent while the number of subscribers rose by 12.7 million to a total of 147.6 million at the end of fourth quarter , the company said .",sale local currency decrease percent number subscriber rise million total million end fourth quarter company say
negative,The company confirmed its estimate for lower revenue for the whole 2009 than the year-ago EUR 93.9 million USD 137.3 m as given in the interim report on August 5 .,company confirm estimate low revenue whole yearago EUR million USD give interim report August
negative,The company expects its net sales for the whole 2009 to remain below the 2008 level .,company expect net sale whole remain level
negative,The measures result from decreased demand in technical design and product information .,measure result decrease demand technical design product information
negative,"The OMX Nordic 40 OMXN40 index , comprising the 40 most traded Nordic stocks on the Nasdaq OMX exchange , closed down 0.87 % at 1,064.14 points on Thursday .",OMX Nordic OMXN index comprise trade nordic stock Nasdaq OMX exchange close point Thursday
negative,The repurchases shall decrease the distributable capital and reserves .,repurchase shall decrease distributable capital reserve
negative,- Net sales for the period are expected to fall well below that of last year and the result after non-recurring items is expected to be in the red .,net sale period expect fall well last year result nonrecurre item expect red
negative,"In Finland , the Bank of +_land reports its operating profit fell to EUR 6.1 mn in the second quarter of 2008 from EUR 7.5 mn in the second quarter of 2007 .",Finland Bank _ land report operating profit fall EUR mn second quarter EUR mn second quarter
negative,"Budapest , August 10 MTI - Finnish electronics maker Elcoteq will lay off 700 workers at its plants in Pecs S Hungary at the end of September because of falling orders , communications director for Elcoteq 's local unit , Zoltan Krippl told MTI on Monday .",Budapest August MTI finnish electronic maker Elcoteq lay worker plant Pecs Hungary end September fall order communication director Elcoteq local unit Zoltan Krippl tell MTI Monday
negative,Earnings per share EPS in 2005 decreased to EUR0 .66 from EUR1 .15 in 2004 .,earning per share EPS decrease EUR EUR
negative,"Finnair 's Tallinn-based subsidiary , Aero AS , carried 23,335 passengers , a decline of 60.8 % , on routes between Helsinki and the Baltic capitals and within Southern Finland .",Finnair Tallinnbased subsidiary Aero carry passenger decline route Helsinki baltic capital within Southern Finland
negative,"HELSINKI AFX - Kesko Corp is expected to report a lower second quarter EPS today due to tax charges , but other earnings lines are seen higher year-on-year , analysts said .",HELSINKI AFX Kesko Corp expect report low second quarter EPS today due tax charge earning line see high yearonyear analyst say
negative,"In Q1 of 2009 , Bank of +_land 's net interest income weakened by 10 % to EUR 9.1 mn .",Q Bank _ land net interest income weaken EUR mn
negative,"ADPnews - Aug 3 , 2009 - Finnish media group Ilkka-Yhtyma Oyj HEL : ILK2S said today its net profit fell 45 % on the year to EUR 5.9 million USD 8.4 m in the first half of 2009 .",ADPnews Aug finnish media group IlkkaYhtyma Oyj HEL ilk say today net profit fall year EUR million USD first half
negative,Operating profit for 2009 lower than outlook published earlier .,operate profit low outlook publish early
negative,Operating profit for continuing operations fell to EUR 48.3 mn from EUR 72.4 mn in the first half of 2007 .,operate profit continue operation fall EUR mn EUR mn first half
negative,"Revenue for the quarter totaled 27.4 billion , down 2 percent from 28.1 billion in the fourth quarter in 2008 .",revenue quarter total billion percent billion fourth quarter
negative,"Sampo Bank 's market share of lending was 13.6 % , down from 14.4 % in the first quarter of 2008 .",Sampo Bank market share lending first quarter
negative,Sanoma News ' advertising sales decreased by 22 % during the year .,Sanoma News advertising sale decrease year
negative,"26 October 2010 - Finnish environmental management company Lassila & Tikanoja Oyj ( HEL : LAT1V ) , or L&T , said today its net profit declined to EUR20 .9 m for the first nine months of 2010 from EUR27 .6 m for the same period a year earlier .",October finnish environmental management company Lassila Tikanoja Oyj HEL LATV LT say today net profit decline EUR first nine month EUR period year early
negative,Finnish Bank of +_land reports its operating profit fell to EUR 4.9 mn in the third quarter of 2007 from EUR 5.6 mn in the third quarter of 2006 .,Finnish Bank _ land report operating profit fall EUR mn third quarter EUR mn third quarter
negative,"Finnish Bank of +_land reports operating profit of EUR 2.2 mn in the first quarter of 2010 , down from EUR 6.3 mn in the corresponding period in 2009 .",Finnish Bank _ land report operate profit EUR mn first quarter EUR mn corresponding period
negative,"Finnish electronics contract manufacturer Scanfil reports net sales of EUR 241.2 mn in 2006 , down from EUR 321.6 mn in 2005 .",finnish electronic contract manufacturer Scanfil report net sale EUR mn EUR mn
negative,"Finnish electronics contract manufacturer Scanfil reports net sales of EUR 58.9 mn in the second quarter of 2007 , down from EUR 62.4 mn a year earlier .",finnish electronic contract manufacturer Scanfil report net sale EUR mn second quarter EUR mn year early
negative,"Finnish Exel Composites , a technology company that designs , manufactures , and markets composite profiles and tubes for various industrial applications , reports its net sales decreased by 0.6 % in the second quarter of 2010 to EUR 19.2 mn from EUR 19.3 mn in the corresponding period in 2009 .",Finnish Exel Composites technology company design manufacture market composite profile tube various industrial application report net sale decrease second quarter EUR mn EUR mn corresponding period
negative,"Finnish GeoSentric 's net sales decreased to EUR 939,000 in January-March 2009 .",finnish GeoSentric net sale decrease EUR JanuaryMarch
negative,"Finnish Kemira 's net sales EUR decreased to EUR 1,259.6 mn in January-June 2009 from EUR 1,425.1 mn in January-June 2008 .",finnish Kemira net sale EUR decrease EUR mn JanuaryJune EUR mn JanuaryJune
negative,"Finnish plumbing and heating systems supplier Uponor 's net sales from continuing operations decreased by 9.4 % in 2008 to EUR 949.2 mn from EUR 1,047.4 mn in 2007 .",finnish plumbing heating system supplier Uponor net sale continue operation decrease EUR mn EUR mn
negative,"Finnish plumbing and heating systems supplier Uponor 's net sales in continuing business operations decreased to EUR 249.1 mn in July-September 2008 , compared to EUR 262.1 mn in the third quarter of 2007 .",finnish plumbing heating system supplier Uponor net sale continue business operation decrease EUR mn JulySeptember compare EUR mn third quarter
negative,"Finnish Scanfil , a contract manufacturer and systems supplier for communication and industrial electronics reports net sales of EUR 108.7 mn in the first half of 2008 , down from EUR 111.1 mn a year earlier .",Finnish Scanfil contract manufacturer system supplier communication industrial electronic report net sale EUR mn first half EUR mn year early
negative,"Finnish Scanfil , a systems supplier and contract manufacturer to the communications sector and the electronics industry , reports its net sales totalled EUR 94.7 mn in the first half of 2010 , down from EUR 99.5 mn in the first half of 2009 .",Finnish Scanfil system supplier contract manufacturer communication sector electronic industry report net sale total EUR mn first half EUR mn first half
negative,"Finnish Scanfil , a systems supplier and contract manufacturer to the communications sector and the electronics industry , reports net sales of EUR 49.6 mn in the first quarter of 2009 , which are only a per cent smaller than in the corresponding period in 2008 .",Finnish Scanfil system supplier contract manufacturer communication sector electronic industry report net sale EUR mn first quarter per cent small corresponding period
negative,"Finnish shipping company Finnlines , of the Grimaldi Group , reports its net sales decreased to EUR 241.8 mn in January-June 2009 from EUR 384.0 mn in the corresponding period in 2008 .",finnish shipping company Finnlines Grimaldi Group report net sale decrease EUR mn JanuaryJune EUR mn corresponding period
negative,"Cargo traffic fell 1 % year-on-year to 8,561 tonnes in September 2009 .",cargo traffic fall yearonyear tonne September
negative,"Cash flow after investments amounted to EUR45m , down from EUR46m .",cash flow investment amount EURm EURm
negative,"Coca-Cola was the market leader of manufacturers with a market share of 36.9 % , down 2.2 % from the corresponding period in 2004-2005 .",CocaCola market leader manufacturer market share corresponding period
negative,Comparable operating profit decreased to EUR 13.8 mn from EUR 17.1 mn in the corresponding period in 2005 .,comparable operating profit decrease EUR mn EUR mn corresponding period
negative,Consolidated operating profit from continuing operations decreased by 62.3 % to EUR 51.2 mn from EUR 135.7 mn in 2007 .,consolidated operating profit continue operation decrease EUR mn EUR mn
negative,Consolidated pretax profit decreased by 69.2 % to EUR 41.0 mn from EUR 133.1 mn in 2007 .,consolidated pretax profit decrease EUR mn EUR mn
negative,Device volume in the area decreased by 21 % to 2.7 mn units .,device volume area decrease mn unit
negative,Diluted earnings per share ( EPS ) declined to EUR 0.78 from EUR 1.76 .,diluted earning per share EPS decline EUR EUR
negative,Diluted earnings per share ( EPS ) fell to EUR 0.63 from EUR 1.71 .,diluted earning per share EPS fall EUR EUR
negative,down to EUR5 .9 m H1 '09 3 August 2009 - Finnish media group Ilkka-Yhtyma Oyj ( HEL : ILK2S ) said today its net profit fell 45 % on the year to EUR5 .9 m in the first half of 2009 .,EUR H August finnish media group IlkkaYhtyma Oyj HEL ILKS say today net profit fall year EUR first half
negative,"Earnings per share ( EPS ) amounted to EUR1 .37 , down from EUR2 .30 .",earning per share EPS amount EUR EUR
negative,Earnings per share ( EPS ) in 2005 decreased to EUR1 .87 from EUR1 .89 in 2003 .,earning per share EPS decrease EUR EUR
negative,"Earnings per share ( EPS ) in the first half of 2007 amounted to EUR0 .29 , down from EUR0 .40 year ago .",earning per share EPS first half amount EUR EUR year ago
negative,Finnair 's total traffic decreased by 8.7 % in terms of revenue passenger kilometres .,Finnair total traffic decrease term revenue passenger kilometre
negative,Finnish business software group AffectoGenimap Oyj said its net profit halved to 1.2 mln euro ( $ 1.5 mln ) in the first nine months of 2006 from 2.2 mln euro ( $ 2.8 mln ) in the same period of 2005 .,finnish business software group AffectoGenimap Oyj say net profit halve mln euro mln first nine month mln euro mln period
negative,"Finnish financial software solutions developer BasWare Oyj said its net profit fell to 884,000 euro ( $ 1.2 mln ) for the first quarter of 2007 from 2.0 mln euro ( $ 2.7 mln ) a year earlier .",finnish financial software solution developer BasWare Oyj say net profit fall euro mln first quarter mln euro mln year early
negative,Finnish glass technology company Glaston Oyj Abp net profit decreased to 2.6 mln euro ( $ 3.8 mln ) for the first nine months of 2007 from 7.8 mln euro ( $ 11.4 mln ) for the same period of 2006 .,finnish glass technology company Glaston Oyj Abp net profit decrease mln euro mln first nine month mln euro mln period
